name,type,hp,attack,defense,speed,image_url
krokorok,"ground, dark",60,82,45,74,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/552.png
krookodile,"ground, dark",95,117,80,92,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/553.png
darumaka,fire,70,90,45,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/554.png
darmanitan-standard,fire,105,140,55,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png
maractus,grass,75,86,67,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/556.png
dwebble,"bug, rock",50,65,85,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/557.png
crustle,"bug, rock",70,105,125,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/558.png
scraggy,"dark, fighting",50,75,70,48,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/559.png
scrafty,"dark, fighting",65,90,115,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/560.png
sigilyph,"psychic, flying",72,58,80,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/561.png
yamask,ghost,38,30,85,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/562.png
cofagrigus,ghost,58,50,145,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/563.png
tirtouga,"water, rock",54,78,103,22,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/564.png
carracosta,"water, rock",74,108,133,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/565.png
archen,"rock, flying",55,112,45,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/566.png
archeops,"rock, flying",75,140,65,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/567.png
trubbish,poison,50,50,62,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/568.png
garbodor,poison,80,95,82,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/569.png
zorua,dark,40,65,40,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/570.png
zoroark,dark,60,105,60,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/571.png
minccino,normal,55,50,40,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/572.png
cinccino,normal,75,95,60,115,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/573.png
gothita,psychic,45,30,50,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/574.png
gothorita,psychic,60,45,70,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/575.png
gothitelle,psychic,70,55,95,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/576.png
solosis,psychic,45,30,40,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/577.png
duosion,psychic,65,40,50,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/578.png
reuniclus,psychic,110,65,75,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/579.png
ducklett,"water, flying",62,44,50,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/580.png
swanna,"water, flying",75,87,63,98,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/581.png
vanillite,ice,36,50,50,44,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/582.png
vanillish,ice,51,65,65,59,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/583.png
vanilluxe,ice,71,95,85,79,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/584.png
deerling,"normal, grass",60,60,50,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
sawsbuck,"normal, grass",80,100,70,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
emolga,"electric, flying",55,75,60,103,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/587.png
karrablast,bug,50,75,45,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/588.png
escavalier,"bug, steel",70,135,105,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/589.png
foongus,"grass, poison",69,55,45,15,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/590.png
amoonguss,"grass, poison",114,85,70,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/591.png
frillish,"water, ghost",55,40,50,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/592.png
jellicent,"water, ghost",100,60,70,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/593.png
alomomola,water,165,75,80,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/594.png
joltik,"bug, electric",50,47,50,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/595.png
galvantula,"bug, electric",70,77,60,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/596.png
ferroseed,"grass, steel",44,50,91,10,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/597.png
ferrothorn,"grass, steel",74,94,131,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/598.png
klink,steel,40,55,70,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/599.png
klang,steel,60,80,95,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/600.png
klinklang,steel,60,100,115,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/601.png
tynamo,electric,35,55,40,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/602.png
eelektrik,electric,65,85,70,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/603.png
eelektross,electric,85,115,80,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/604.png
elgyem,psychic,55,55,55,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/605.png
beheeyem,psychic,75,75,75,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/606.png
litwick,"ghost, fire",50,30,55,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/607.png
lampent,"ghost, fire",60,40,60,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/608.png
chandelure,"ghost, fire",60,55,90,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/609.png
axew,dragon,46,87,60,57,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/610.png
fraxure,dragon,66,117,70,67,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/611.png
haxorus,dragon,76,147,90,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/612.png
cubchoo,ice,55,70,40,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/613.png
beartic,ice,95,130,80,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/614.png
cryogonal,ice,80,50,50,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/615.png
shelmet,bug,50,40,85,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/616.png
accelgor,bug,80,70,40,145,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/617.png
stunfisk,"ground, electric",109,66,84,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png
mienfoo,fighting,45,85,50,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png
mienshao,fighting,65,125,60,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png
druddigon,dragon,77,120,90,48,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png
golett,"ground, ghost",59,74,50,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/622.png
golurk,"ground, ghost",89,124,80,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/623.png
pawniard,"dark, steel",45,85,70,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png
bisharp,"dark, steel",65,125,100,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png
bouffalant,normal,95,110,95,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/626.png
rufflet,"normal, flying",70,83,50,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/627.png
braviary,"normal, flying",100,123,75,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/628.png
vullaby,"dark, flying",70,55,75,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/629.png
mandibuzz,"dark, flying",110,65,105,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/630.png
heatmor,fire,85,97,66,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/631.png
durant,"bug, steel",58,109,112,109,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/632.png
deino,"dark, dragon",52,65,50,38,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/633.png
zweilous,"dark, dragon",72,85,70,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/634.png
hydreigon,"dark, dragon",92,105,90,98,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/635.png
larvesta,"bug, fire",55,85,55,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/636.png
volcarona,"bug, fire",85,60,65,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/637.png
cobalion,"steel, fighting",91,90,129,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/638.png
terrakion,"rock, fighting",91,129,90,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/639.png
virizion,"grass, fighting",91,90,72,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/640.png
tornadus-incarnate,flying,79,115,70,111,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/641.png
thundurus-incarnate,"electric, flying",79,115,70,111,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/642.png
reshiram,"dragon, fire",100,120,100,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/643.png
zekrom,"dragon, electric",100,150,120,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/644.png
landorus-incarnate,"ground, flying",89,125,90,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/645.png
kyurem,"dragon, ice",125,130,90,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png
keldeo-ordinary,"water, fighting",91,72,90,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/647.png
meloetta-aria,"normal, psychic",100,77,77,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/648.png
genesect,"bug, steel",71,120,95,99,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/649.png
chespin,grass,56,61,65,38,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/650.png
quilladin,grass,61,78,95,57,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/651.png
chesnaught,"grass, fighting",88,107,122,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/652.png
fennekin,fire,40,45,40,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/653.png
braixen,fire,59,59,58,73,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/654.png
delphox,"fire, psychic",75,69,72,104,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/655.png
froakie,water,41,56,40,71,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/656.png
frogadier,water,54,63,52,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/657.png
greninja,"water, dark",72,95,67,122,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/658.png
bunnelby,normal,38,36,38,57,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/659.png
diggersby,"normal, ground",85,56,77,78,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/660.png
fletchling,"normal, flying",45,50,43,62,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/661.png
fletchinder,"fire, flying",62,73,55,84,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/662.png
talonflame,"fire, flying",78,81,71,126,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/663.png
scatterbug,bug,38,35,40,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/664.png
spewpa,bug,45,22,60,29,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/665.png
vivillon,"bug, flying",80,52,50,89,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/666.png
litleo,"fire, normal",62,50,58,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/667.png
pyroar,"fire, normal",86,68,72,106,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/668.png
flabebe,fairy,44,38,39,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/669.png
floette,fairy,54,45,47,52,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/670.png
florges,fairy,78,65,68,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/671.png
skiddo,grass,66,65,48,52,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/672.png
gogoat,grass,123,100,62,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/673.png
pancham,fighting,67,82,62,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/674.png
pangoro,"fighting, dark",95,124,78,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/675.png
furfrou,normal,75,80,60,102,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png
espurr,psychic,62,48,54,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/677.png
meowstic-male,psychic,74,48,76,104,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/678.png
honedge,"steel, ghost",45,80,100,28,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/679.png
doublade,"steel, ghost",59,110,150,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/680.png
aegislash-shield,"steel, ghost",60,50,140,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/681.png
spritzee,fairy,78,52,60,23,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/682.png
aromatisse,fairy,101,72,72,29,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/683.png
swirlix,fairy,62,48,66,49,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/684.png
slurpuff,fairy,82,80,86,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/685.png
inkay,"dark, psychic",53,54,53,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/686.png
malamar,"dark, psychic",86,92,88,73,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/687.png
binacle,"rock, water",42,52,67,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/688.png
barbaracle,"rock, water",72,105,115,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/689.png
skrelp,"poison, water",50,60,60,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/690.png
dragalge,"poison, dragon",65,75,90,44,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/691.png
clauncher,water,50,53,62,44,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/692.png
clawitzer,water,71,73,88,59,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/693.png
helioptile,"electric, normal",44,38,33,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/694.png
heliolisk,"electric, normal",62,55,52,109,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/695.png
tyrunt,"rock, dragon",58,89,77,48,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/696.png
tyrantrum,"rock, dragon",82,121,119,71,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/697.png
amaura,"rock, ice",77,59,50,46,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/698.png
aurorus,"rock, ice",123,77,72,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/699.png
sylveon,fairy,95,65,65,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/700.png
hawlucha,"fighting, flying",78,92,75,118,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/701.png
dedenne,"electric, fairy",67,58,57,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/702.png
carbink,"rock, fairy",50,50,150,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/703.png
goomy,dragon,45,50,35,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/704.png
sliggoo,dragon,68,75,53,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/705.png
goodra,dragon,90,100,70,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/706.png
klefki,"steel, fairy",57,80,91,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/707.png
phantump,"ghost, grass",43,70,48,38,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/708.png
trevenant,"ghost, grass",85,110,76,56,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/709.png
pumpkaboo-average,"ghost, grass",49,66,70,51,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png
gourgeist-average,"ghost, grass",65,90,122,84,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png
bergmite,ice,55,69,85,28,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/712.png
avalugg,ice,95,117,184,28,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/713.png
noibat,"flying, dragon",40,30,35,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/714.png
noivern,"flying, dragon",85,70,80,123,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/715.png
xerneas,fairy,126,131,95,99,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/716.png
yveltal,"dark, flying",126,131,95,99,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/717.png
zygarde-50,"dragon, ground",108,100,121,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/718.png
diancie,"rock, fairy",50,100,150,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/719.png
hoopa,"psychic, ghost",80,110,60,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/720.png
volcanion,"fire, water",80,110,120,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/721.png
rowlet,"grass, flying",68,55,55,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/722.png
dartrix,"grass, flying",78,75,75,52,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/723.png
decidueye,"grass, ghost",78,107,75,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/724.png
litten,fire,45,65,40,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/725.png
torracat,fire,65,85,50,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/726.png
incineroar,"fire, dark",95,115,90,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/727.png
popplio,water,50,54,54,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/728.png
brionne,water,60,69,69,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/729.png
primarina,"water, fairy",80,74,74,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/730.png
pikipek,"normal, flying",35,75,30,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/731.png
trumbeak,"normal, flying",55,85,50,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/732.png
toucannon,"normal, flying",80,120,75,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/733.png
yungoos,normal,48,70,30,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/734.png
gumshoos,normal,88,110,60,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/735.png
grubbin,bug,47,62,45,46,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/736.png
charjabug,"bug, electric",57,82,95,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/737.png
vikavolt,"bug, electric",77,70,90,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/738.png
crabrawler,fighting,47,82,57,63,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/739.png
crabominable,"fighting, ice",97,132,77,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/740.png
oricorio-baile,"fire, flying",75,70,70,93,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png
cutiefly,"bug, fairy",40,45,40,84,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/742.png
ribombee,"bug, fairy",60,55,60,124,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/743.png
rockruff,rock,45,65,40,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/744.png
lycanroc-midday,rock,75,115,65,112,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/745.png
wishiwashi-solo,water,45,20,20,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/746.png
mareanie,"poison, water",50,53,62,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/747.png
toxapex,"poison, water",50,63,152,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/748.png
mudbray,ground,70,100,70,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/749.png
mudsdale,ground,100,125,100,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/750.png
dewpider,"water, bug",38,40,52,27,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/751.png
araquanid,"water, bug",68,70,92,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/752.png
fomantis,grass,40,55,35,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/753.png
lurantis,grass,70,105,90,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/754.png
morelull,"grass, fairy",40,35,55,15,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/755.png
shiinotic,"grass, fairy",60,45,80,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/756.png
salandit,"poison, fire",48,44,40,77,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/757.png
salazzle,"poison, fire",68,64,60,117,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/758.png
stufful,"normal, fighting",70,75,50,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/759.png
bewear,"normal, fighting",120,125,80,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/760.png
bounsweet,grass,42,30,38,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/761.png
steenee,grass,52,40,48,62,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/762.png
tsareena,grass,72,120,98,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/763.png
comfey,fairy,51,52,90,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/764.png
oranguru,"normal, psychic",90,60,80,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/765.png
passimian,fighting,100,120,90,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/766.png
wimpod,"bug, water",25,35,40,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/767.png
golisopod,"bug, water",75,125,140,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/768.png
sandygast,"ghost, ground",55,55,80,15,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/769.png
palossand,"ghost, ground",85,75,110,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/770.png
pyukumuku,water,55,60,130,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/771.png
type-null,normal,95,95,95,59,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/772.png
silvally,normal,95,95,95,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/773.png
minior-red-meteor,"rock, flying",60,60,100,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/774.png
komala,normal,65,115,65,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/775.png
turtonator,"fire, dragon",60,78,135,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/776.png
togedemaru,"electric, steel",65,98,63,96,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/777.png
mimikyu-disguised,"ghost, fairy",55,90,80,96,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/778.png
bruxish,"water, psychic",68,105,70,92,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/779.png
drampa,"normal, dragon",78,60,85,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/780.png
dhelmise,"ghost, grass",70,131,100,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/781.png
jangmo-o,dragon,45,55,65,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/782.png
hakamo-o,"dragon, fighting",55,75,90,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/783.png
kommo-o,"dragon, fighting",75,110,125,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/784.png
tapu-koko,"electric, fairy",70,115,85,130,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/785.png
tapu-lele,"psychic, fairy",70,85,75,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/786.png
tapu-bulu,"grass, fairy",70,130,115,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/787.png
tapu-fini,"water, fairy",70,75,115,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/788.png
cosmog,psychic,43,29,31,37,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/789.png
cosmoem,psychic,43,29,131,37,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/790.png
solgaleo,"psychic, steel",137,137,107,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/791.png
lunala,"psychic, ghost",137,113,89,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/792.png
nihilego,"rock, poison",109,53,47,103,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/793.png
buzzwole,"bug, fighting",107,139,139,79,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/794.png
pheromosa,"bug, fighting",71,137,37,151,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/795.png
xurkitree,electric,83,89,71,83,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/796.png
celesteela,"steel, flying",97,101,103,61,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/797.png
kartana,"grass, steel",59,181,131,109,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/798.png
guzzlord,"dark, dragon",223,101,53,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/799.png
necrozma,psychic,97,107,101,79,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png
magearna,"steel, fairy",80,95,115,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/801.png
marshadow,"fighting, ghost",90,125,80,125,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/802.png
poipole,poison,67,73,67,73,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/803.png
naganadel,"poison, dragon",73,73,73,121,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/804.png
stakataka,"rock, steel",61,131,211,13,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/805.png
blacephalon,"fire, ghost",53,127,53,107,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/806.png
zeraora,electric,88,112,75,143,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/807.png
meltan,steel,46,65,65,34,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/808.png
melmetal,steel,135,143,143,34,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/809.png
grookey,grass,50,65,50,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/810.png
thwackey,grass,70,85,70,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/811.png
rillaboom,grass,100,125,90,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/812.png
scorbunny,fire,50,71,40,69,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/813.png
raboot,fire,65,86,60,94,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/814.png
cinderace,fire,80,116,75,119,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/815.png
sobble,water,50,40,40,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/816.png
drizzile,water,65,60,55,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/817.png
inteleon,water,70,85,65,120,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/818.png
skwovet,normal,70,55,55,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/819.png
greedent,normal,120,95,95,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/820.png
rookidee,flying,38,47,35,57,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/821.png
